time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
3.939704,0.002973,-0.013803,-0.015113,0.066958,-0.034026,0.997159,0.005748,179.60067400194717,7.696561175228228,-176.1181776191191,-180.39932599805283,7.696561175228228,-176.1181776191191
3.945681,0.002955,-0.013914,-0.015012,0.069093,-0.03411,0.997003,0.006906,179.47602927494506,7.946188031434608,-176.11745348079728,-180.52397072505494,7.946188031434608,-176.11745348079728
3.951688,0.002688,-0.014265,-0.015085,0.069943,-0.033853,0.996948,0.007581,179.39933720211533,8.04624609771274,-176.1526003784647,-180.60066279788467,8.04624609771274,-176.1526003784647
3.953671,0.002678,-0.014328,-0.015026,0.070979,-0.033853,0.99687,0.008184,179.3336924438954,8.167517326189245,-176.157621988742,-180.6663075561046,8.167517326189245,-176.157621988742
3.957679,0.00267,-0.014391,-0.014963,0.072008,-0.033844,0.996791,0.008805,179.265836205617,8.288051731558815,-176.16396681929476,-180.734163794383,8.288051731558815,-176.16396681929476
3.963837,0.002664,-0.014456,-0.014896,0.073041,-0.033833,0.99671,0.009438,179.19655680382,8.409092706220587,-176.17078391767558,-180.80344319618,8.409092706220587,-176.17078391767558
3.965729,0.00266,-0.014522,-0.014826,0.074086,-0.033829,0.996627,0.010081,179.12619211102987,8.531566483048739,-176.17703418236923,-180.87380788897013,8.531566483048739,-176.17703418236923
3.969714,0.002403,-0.013151,-0.014998,0.074348,-0.034522,0.996576,0.010806,179.04943422630245,8.565094774598375,-176.1032485872424,-180.95056577369755,8.565094774598375,-176.1032485872424
3.975722,0.002398,-0.013197,-0.01493,0.075461,-0.034535,0.996484,0.011478,178.97614927374443,8.69555564675213,-176.10804701900673,-181.02385072625557,8.69555564675213,-176.10804701900673
3.979714,0.002397,-0.013244,-0.014859,0.076634,-0.034554,0.996386,0.012159,178.90206800321528,8.832964285364346,-176.11243352369132,-181.09793199678472,8.832964285364346,-176.11243352369132
3.981698,0.002398,-0.013292,-0.014785,0.077875,-0.034573,0.99628,0.012862,178.82565740846493,8.978275961870485,-176.11722663467575,-181.17434259153507,8.978275961870485,-176.11722663467575
3.993693,0.002132,-0.012918,-0.01481,0.080256,-0.035505,0.996032,0.014772,178.62241118947443,9.260535334699743,-176.02852142754372,-181.37758881052557,9.260535334699743,-176.02852142754372
3.995693,0.002134,-0.012964,-0.014739,0.081643,-0.035542,0.995907,0.015528,178.54057569493253,9.422969696120742,-176.0324734033366,-181.45942430506747,9.422969696120742,-176.0324734033366
3.999701,0.002138,-0.013011,-0.014668,0.083059,-0.035582,0.995776,0.01628,178.4592845449461,9.588733953846452,-176.0362802951442,-181.5407154550539,9.588733953846452,-176.0362802951442
4.003692,0.002145,-0.013059,-0.014597,0.084512,-0.035623,0.99564,0.017026,178.3787853178607,9.758754499698574,-176.04018636081923,-181.6212146821393,9.758754499698574,-176.04018636081923
4.005681,0.002153,-0.013108,-0.014525,0.086006,-0.035672,0.995497,0.017758,178.30008145827338,9.933459684815135,-176.04329215866602,-181.69991854172662,9.933459684815135,-176.04329215866602
4.011747,0.001895,-0.011762,-0.014606,0.087743,-0.036027,0.995318,0.018562,178.21702923048522,10.136964320755583,-176.0121468596617,-181.78297076951478,10.136964320755583,-176.0121468596617
4.0157,0.001897,-0.011794,-0.014538,0.089304,-0.036101,0.995163,0.019298,178.13831189168408,10.319521425391,-176.01296942993073,-181.86168810831592,10.319521425391,-176.01296942993073
