time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
5.591511,-0.012514,-0.010031,0.01964,-0.017277,-0.05178,0.997608,-0.042415,-175.24469715022195,-2.22729517411671,-174.15004966717618,-175.24469715022195,-2.22729517411671,185.84995033282382
5.597555,-0.012871,-0.010551,0.019678,-0.017437,-0.052609,0.997652,-0.040234,-175.49740937611503,-2.2365619256691436,-174.050792920938,-175.49740937611503,-2.2365619256691436,185.949207079062
5.599588,-0.013221,-0.010896,0.019726,-0.017224,-0.0541,0.997607,-0.03945,-175.58931033187585,-2.2141193792257443,-173.8770792655075,-175.58931033187585,-2.2141193792257443,186.1229207344925
5.60353,-0.013567,-0.011244,0.01978,-0.016987,-0.055584,0.997562,-0.038633,-175.68475763362224,-2.188424391096747,-173.7040351822062,-175.68475763362224,-2.188424391096747,186.2959648177938
5.607554,-0.013913,-0.011593,0.019835,-0.016727,-0.057076,0.997514,-0.037798,-175.7820380844745,-2.1597344162403926,-173.52995794763635,-175.7820380844745,-2.1597344162403926,186.47004205236365
5.61153,-0.014257,-0.011945,0.019894,-0.016437,-0.058581,0.997464,-0.036936,-175.88214535144994,-2.1272006813271087,-173.35425322137112,-175.88214535144994,-2.1272006813271087,186.64574677862888
5.615509,-0.014631,-0.012539,0.019954,-0.016489,-0.059377,0.997501,-0.034543,-176.15823433747428,-2.1202963944264015,-173.25800272202935,-176.15823433747428,-2.1202963944264015,186.74199727797065
5.619522,-0.014978,-0.012912,0.020018,-0.016119,-0.060937,0.997444,-0.033644,-176.26198253348463,-2.077767058117032,-173.07573674457709,-176.26198253348463,-2.077767058117032,186.92426325542291
5.623575,-0.015327,-0.013288,0.020084,-0.015722,-0.062538,0.997382,-0.032738,-176.36627918827324,-2.0319289848583977,-172.88872350162072,-176.36627918827324,-2.0319289848583977,187.11127649837928
5.62755,-0.015678,-0.013668,0.020149,-0.01532,-0.064182,0.997313,-0.031828,-176.47090802801347,-1.985308671986389,-172.69679391358144,-176.47090802801347,-1.985308671986389,187.30320608641856
5.631556,-0.016036,-0.014054,0.020213,-0.014927,-0.065881,0.997237,-0.030922,-176.57508619519447,-1.9395952501555245,-172.49866160292908,-176.57508619519447,-1.9395952501555245,187.50133839707092
5.637518,-0.016904,-0.013105,0.01939,-0.016251,-0.068172,0.997065,-0.03082,-176.60133589864137,-2.0979944481746693,-172.23949307092457,-176.60133589864137,-2.0979944481746693,187.76050692907543
5.643548,-0.017667,-0.013835,0.019455,-0.015503,-0.071872,0.996868,-0.029116,-176.798042365814,-2.011159047282044,-171.8086828838739,-176.798042365814,-2.011159047282044,188.1913171161261
5.647554,-0.018059,-0.014208,0.019482,-0.015105,-0.073816,0.996755,-0.028315,-176.89027806778878,-1.965181821444957,-171.5825764850974,-176.89027806778878,-1.965181821444957,188.4174235149026
5.651514,-0.018458,-0.014584,0.019507,-0.014694,-0.075815,0.996634,-0.027527,-176.98083194963755,-1.9176466142045014,-171.35020452540203,-176.98083194963755,-1.9176466142045014,188.64979547459797
5.659566,-0.019403,-0.015227,0.019173,-0.01388,-0.08012,0.996354,-0.025836,-177.17507144785603,-1.8222412202391027,-170.85005352475392,-177.17507144785603,-1.8222412202391027,189.14994647524608
5.665574,-0.019829,-0.015616,0.019167,-0.013618,-0.082273,0.9962,-0.025109,-177.25965374657946,-1.791592277799095,-170.60052323579364,-177.25965374657946,-1.791592277799095,189.39947676420636
5.667524,-0.020263,-0.016008,0.019154,-0.013429,-0.084498,0.996034,-0.02443,-177.3394405345677,-1.7695780483215682,-170.34301260834155,-177.3394405345677,-1.7695780483215682,189.65698739165845
5.675559,-0.021504,-0.015829,0.018886,-0.013376,-0.088751,0.995684,-0.023618,-177.43922419005258,-1.7666389311816233,-169.85221274475086,-177.43922419005258,-1.7666389311816233,190.14778725524914
5.679543,-0.021969,-0.016209,0.018842,-0.013343,-0.091178,0.995475,-0.023178,-177.49343410951388,-1.7645244357873666,-169.57207852674006,-177.49343410951388,-1.7645244357873666,190.42792147325994
5.683504,-0.022439,-0.016594,0.01879,-0.013349,-0.093659,0.995253,-0.022847,-177.5356943995763,-1.7679079680316017,-169.28597956869157,-177.5356943995763,-1.7679079680316017,190.71402043130843
5.691554,-0.023401,-0.017374,0.018666,-0.013497,-0.098803,0.99476,-0.02254,-177.58154893200347,-1.7940286536928227,-168.69344600830684,-177.58154893200347,-1.7940286536928227,191.30655399169316
5.695516,-0.024149,-0.01673,0.018389,-0.013721,-0.101268,0.994499,-0.022976,-177.53883814528177,-1.8305969561256668,-168.41075647028174,-177.53883814528177,-1.8305969561256668,191.58924352971826
5.703562,-0.025161,-0.017496,0.018216,-0.01409,-0.10678,0.993911,-0.023243,-177.52305383824336,-1.8895096335336385,-167.7768414545046,-177.52305383824336,-1.8895096335336385,192.2231585454954
5.707705,-0.025674,-0.017886,0.018122,-0.014288,-0.10962,0.993595,-0.023434,-177.50915971727017,-1.9215243844443117,-167.45021026303758,-177.50915971727017,-1.9215243844443117,192.54978973696242
5.711524,-0.026192,-0.01828,0.01802,-0.01449,-0.112508,0.993264,-0.023644,-177.49340444924547,-1.954455529378368,-167.11795735152998,-177.49340444924547,-1.954455529378368,192.88204264847002
5.719609,-0.02755,-0.019005,0.01784,-0.014242,-0.116682,0.992754,-0.024946,-177.35005553351039,-1.9541135184964917,-166.63835091318472,-177.35005553351039,-1.9541135184964917,193.36164908681528
5.72352,-0.028093,-0.019407,0.01772,-0.014424,-0.119677,0.992388,-0.025224,-177.32678358729402,-1.9866063189268017,-166.2936156175235,-177.32678358729402,-1.9866063189268017,193.7063843824765
5.727533,-0.028639,-0.019816,0.017594,-0.01458,-0.122696,0.992008,-0.025565,-177.29619669501622,-2.0172510750221693,-165.9460344285549,-177.29619669501622,-2.0172510750221693,194.0539655714451
